dt	dhsl	Mode	pCa
0.0002	0	-2	6.18788
0.0002	0	-2	6.18643
0.0002	0	-2	6.18499
0.0002	0	-2	6.18358
0.0002	0	-2	6.1822
0.0002	0	-2	6.18084
0.0002	0	-2	6.17951
0.0002	0	-2	6.1782
0.0002	0	-2	6.17691
0.0002	0	-2	6.17565
0.0002	0	-2	6.1744
0.0002	0	-2	6.17318
0.0002	0	-2	6.17199
0.0002	0	-2	6.17081
0.0002	0	-2	6.16966
0.0002	0	-2	6.16852
0.0002	0	-2	6.16741
0.0002	0	-2	6.16632
0.0002	0	-2	6.16525
0.0002	0	-2	6.16419
0.0002	0	-2	6.16316
0.0002	0	-2	6.16215
0.0002	0	-2	6.16115
0.0002	0	-2	6.16018
0.0002	0	-2	6.15922
0.0002	0	-2	6.15828
0.0002	0	-2	6.15736
0.0002	0	-2	6.15646
0.0002	0	-2	6.15557
0.0002	0	-2	6.15471
0.0002	0	-2	6.15386
0.0002	0	-2	6.15302
0.0002	0	-2	6.15221
0.0002	0	-2	6.1514
0.0002	0	-2	6.15062
0.0002	0	-2	6.14985
0.0002	0	-2	6.1491
0.0002	0	-2	6.14836
0.0002	0	-2	6.14764
0.0002	0	-2	6.14694
0.0002	0	-2	6.14624
0.0002	0	-2	6.14557
0.0002	0	-2	6.14491
0.0002	0	-2	6.14426
0.0002	0	-2	6.14363
0.0002	0	-2	6.14301
0.0002	0	-2	6.1424
0.0002	0	-2	6.14181
0.0002	0	-2	6.14123
0.0002	0	-2	6.14067
0.0002	0	-2	6.14012
0.0002	0	-2	6.13958
0.0002	0	-2	6.13906
0.0002	0	-2	6.13855
0.0002	0	-2	6.13805
0.0002	0	-2	6.13756
0.0002	0	-2	6.13709
0.0002	0	-2	6.13663
0.0002	0	-2	6.13618
0.0002	0	-2	6.13574
0.0002	0	-2	6.13532
0.0002	0	-2	6.1349
0.0002	0	-2	6.1345
0.0002	0	-2	6.13411
0.0002	0	-2	6.13373
0.0002	0	-2	6.13336
0.0002	0	-2	6.13301
0.0002	0	-2	6.13266
0.0002	0	-2	6.13233
0.0002	0	-2	6.132
0.0002	0	-2	6.13169
0.0002	0	-2	6.13139
0.0002	0	-2	6.13109
0.0002	0	-2	6.13081
0.0002	0	-2	6.13054
0.0002	0	-2	6.13028
0.0002	0	-2	6.13002
0.0002	0	-2	6.12978
0.0002	0	-2	6.12955
0.0002	0	-2	6.12933
0.0002	0	-2	6.12911
0.0002	0	-2	6.12891
0.0002	0	-2	6.12871
0.0002	0	-2	6.12853
0.0002	0	-2	6.12835
0.0002	0	-2	6.12819
0.0002	0	-2	6.12803
0.0002	0	-2	6.12788
0.0002	0	-2	6.12774
0.0002	0	-2	6.12761
0.0002	0	-2	6.12748
0.0002	0	-2	6.12737
0.0002	0	-2	6.12726
0.0002	0	-2	6.12717
0.0002	0	-2	6.12708
0.0002	0	-2	6.12699
0.0002	0	-2	6.12692
0.0002	0	-2	6.12686
0.0002	0	-2	6.1268
0.0002	0	-2	6.12675
0.0002	0	-2	6.12671
0.0002	0	-2	6.12668
0.0002	0	-2	6.12665
0.0002	0	-2	6.12663
0.0002	0	-2	6.12662
0.0002	0	-2	6.12662
0.0002	0	-2	6.12662
0.0002	0	-2	6.12663
0.0002	0	-2	6.12665
0.0002	0	-2	6.12668
0.0002	0	-2	6.12671
0.0002	0	-2	6.12675
0.0002	0	-2	6.1268
0.0002	0	-2	6.12685
0.0002	0	-2	6.12691
0.0002	0	-2	6.12698
0.0002	0	-2	6.12705
0.0002	0	-2	6.12713
0.0002	0	-2	6.12722
0.0002	0	-2	6.12731
0.0002	0	-2	6.12741
0.0002	0	-2	6.12752
0.0002	0	-2	6.12763
0.0002	0	-2	6.12775
0.0002	0	-2	6.12788
0.0002	0	-2	6.12801
0.0002	0	-2	6.12815
0.0002	0	-2	6.12829
0.0002	0	-2	6.12844
0.0002	0	-2	6.1286
0.0002	0	-2	6.12876
0.0002	0	-2	6.12893
0.0002	0	-2	6.1291
0.0002	0	-2	6.12928
0.0002	0	-2	6.12946
0.0002	0	-2	6.12966
0.0002	0	-2	6.12985
0.0002	0	-2	6.13005
0.0002	0	-2	6.13026
0.0002	0	-2	6.13047
0.0002	0	-2	6.13069
0.0002	0	-2	6.13091
0.0002	0	-2	6.13114
0.0002	0	-2	6.13138
0.0002	0	-2	6.13162
0.0002	0	-2	6.13186
0.0002	0	-2	6.13211
0.0002	0	-2	6.13236
0.0002	0	-2	6.13262
0.0002	0	-2	6.13289
0.0002	0	-2	6.13316
0.0002	0	-2	6.13343
0.0002	0	-2	6.13371
0.0002	0	-2	6.134
0.0002	0	-2	6.13429
0.0002	0	-2	6.13458
0.0002	0	-2	6.13488
0.0002	0	-2	6.13518
0.0002	0	-2	6.13549
0.0002	0	-2	6.1358
0.0002	0	-2	6.13612
0.0002	0	-2	6.13644
0.0002	0	-2	6.13677
0.0002	0	-2	6.1371
0.0002	0	-2	6.13743
0.0002	0	-2	6.13777
0.0002	0	-2	6.13811
0.0002	0	-2	6.13846
0.0002	0	-2	6.13881
0.0002	0	-2	6.13917
0.0002	0	-2	6.13953
0.0002	0	-2	6.13989
0.0002	0	-2	6.14026
0.0002	0	-2	6.14063
0.0002	0	-2	6.14101
0.0002	0	-2	6.14139
0.0002	0	-2	6.14178
0.0002	0	-2	6.14217
0.0002	0	-2	6.14256
0.0002	0	-2	6.14295
0.0002	0	-2	6.14335
0.0002	0	-2	6.14376
0.0002	0	-2	6.14417
0.0002	0	-2	6.14458
0.0002	0	-2	6.14499
0.0002	0	-2	6.14541
0.0002	0	-2	6.14583
0.0002	0	-2	6.14626
0.0002	0	-2	6.14669
0.0002	0	-2	6.14712
0.0002	0	-2	6.14756
0.0002	0	-2	6.148
0.0002	0	-2	6.14844
0.0002	0	-2	6.14889
0.0002	0	-2	6.14934
0.0002	0	-2	6.1498
0.0002	0	-2	6.15025
0.0002	0	-2	6.15072
0.0002	0	-2	6.15118
0.0002	0	-2	6.15165
0.0002	0	-2	6.15212
0.0002	0	-2	6.15259
0.0002	0	-2	6.15307
0.0002	0	-2	6.15355
0.0002	0	-2	6.15403
0.0002	0	-2	6.15452
0.0002	0	-2	6.15501
0.0002	0	-2	6.1555
0.0002	0	-2	6.156
0.0002	0	-2	6.1565
0.0002	0	-2	6.157
0.0002	0	-2	6.1575
0.0002	0	-2	6.15801
0.0002	0	-2	6.15852
0.0002	0	-2	6.15904
0.0002	0	-2	6.15955
0.0002	0	-2	6.16007
0.0002	0	-2	6.16059
0.0002	0	-2	6.16112
0.0002	0	-2	6.16165
0.0002	0	-2	6.16218
0.0002	0	-2	6.16271
0.0002	0	-2	6.16325
0.0002	0	-2	6.16378
0.0002	0	-2	6.16433
0.0002	0	-2	6.16487
0.0002	0	-2	6.16542
0.0002	0	-2	6.16597
0.0002	0	-2	6.16652
0.0002	0	-2	6.16707
0.0002	0	-2	6.16763
0.0002	0	-2	6.16819
0.0002	0	-2	6.16875
0.0002	0	-2	6.16931
0.0002	0	-2	6.16988
0.0002	0	-2	6.17045
0.0002	0	-2	6.17102
0.0002	0	-2	6.1716
0.0002	0	-2	6.17217
0.0002	0	-2	6.17275
0.0002	0	-2	6.17333
0.0002	0	-2	6.17391
0.0002	0	-2	6.1745
0.0002	0	-2	6.17509
0.0002	0	-2	6.17568
0.0002	0	-2	6.17627
0.0002	0	-2	6.17687
0.0002	0	-2	6.17746
0.0002	0	-2	6.17806
0.0002	0	-2	6.17866
0.0002	0	-2	6.17927
0.0002	0	-2	6.17987
0.0002	0	-2	6.18048
0.0002	0	-2	6.18109
0.0002	0	-2	6.1817
0.0002	0	-2	6.18231
0.0002	0	-2	6.18293
0.0002	0	-2	6.18355
0.0002	0	-2	6.18417
0.0002	0	-2	6.18479
0.0002	0	-2	6.18541
0.0002	0	-2	6.18604
0.0002	0	-2	6.18667
0.0002	0	-2	6.1873
0.0002	0	-2	6.18793
0.0002	0	-2	6.18856
0.0002	0	-2	6.1892
0.0002	0	-2	6.18983
0.0002	0	-2	6.19047
0.0002	0	-2	6.19111
0.0002	0	-2	6.19175
0.0002	0	-2	6.1924
0.0002	0	-2	6.19304
0.0002	0	-2	6.19369
0.0002	0	-2	6.19434
0.0002	0	-2	6.19499
0.0002	0	-2	6.19565
0.0002	0	-2	6.1963
0.0002	0	-2	6.19696
0.0002	0	-2	6.19761
0.0002	0	-2	6.19827
0.0002	0	-2	6.19893
0.0002	0	-2	6.1996
0.0002	0	-2	6.20026
0.0002	0	-2	6.20093
0.0002	0	-2	6.2016
0.0002	0	-2	6.20226
0.0002	0	-2	6.20293
0.0002	0	-2	6.20361
0.0002	0	-2	6.20428
0.0002	0	-2	6.20496
0.0002	0	-2	6.20563
0.0002	0	-2	6.20631
0.0002	0	-2	6.20699
0.0002	0	-2	6.20767
0.0002	0	-2	6.20835
0.0002	0	-2	6.20904
0.0002	0	-2	6.20972
0.0002	0	-2	6.21041
0.0002	0	-2	6.2111
0.0002	0	-2	6.21179
0.0002	0	-2	6.21248
0.0002	0	-2	6.21317
0.0002	0	-2	6.21386
0.0002	0	-2	6.21456
0.0002	0	-2	6.21525
0.0002	0	-2	6.21595
0.0002	0	-2	6.21665
0.0002	0	-2	6.21735
0.0002	0	-2	6.21805
0.0002	0	-2	6.21875
0.0002	0	-2	6.21945
0.0002	0	-2	6.22016
0.0002	0	-2	6.22086
0.0002	0	-2	6.22157
0.0002	0	-2	6.22228
0.0002	0	-2	6.22299
0.0002	0	-2	6.2237
0.0002	0	-2	6.22441
0.0002	0	-2	6.22512
0.0002	0	-2	6.22583
0.0002	0	-2	6.22655
0.0002	0	-2	6.22726
0.0002	0	-2	6.22798
0.0002	0	-2	6.2287
0.0002	0	-2	6.22942
0.0002	0	-2	6.23014
0.0002	0	-2	6.23086
0.0002	0	-2	6.23158
0.0002	0	-2	6.2323
0.0002	0	-2	6.23303
0.0002	0	-2	6.23375
0.0002	0	-2	6.23448
0.0002	0	-2	6.2352
0.0002	0	-2	6.23593
0.0002	0	-2	6.23666
0.0002	0	-2	6.23739
0.0002	0	-2	6.23812
0.0002	0	-2	6.23885
0.0002	0	-2	6.23958
0.0002	0	-2	6.24032
0.0002	0	-2	6.24105
0.0002	0	-2	6.24179
0.0002	0	-2	6.24252
0.0002	0	-2	6.24326
0.0002	0	-2	6.244
0.0002	0	-2	6.24473
0.0002	0	-2	6.24547
0.0002	0	-2	6.24621
0.0002	0	-2	6.24695
0.0002	0	-2	6.24769
0.0002	0	-2	6.24843
0.0002	0	-2	6.24918
0.0002	0	-2	6.24992
0.0002	0	-2	6.25067
0.0002	0	-2	6.25141
0.0002	0	-2	6.25216
0.0002	0	-2	6.2529
0.0002	0	-2	6.25365
0.0002	0	-2	6.2544
0.0002	0	-2	6.25514
0.0002	0	-2	6.25589
0.0002	0	-2	6.25664
0.0002	0	-2	6.25739
0.0002	0	-2	6.25814
0.0002	0	-2	6.25889
0.0002	0	-2	6.25965
0.0002	0	-2	6.2604
0.0002	0	-2	6.26115
0.0002	0	-2	6.26191
0.0002	0	-2	6.26266
0.0002	0	-2	6.26342
0.0002	0	-2	6.26417
0.0002	0	-2	6.26493
0.0002	0	-2	6.26568
0.0002	0	-2	6.26644
0.0002	0	-2	6.2672
0.0002	0	-2	6.26796
0.0002	0	-2	6.26871
0.0002	0	-2	6.26947
0.0002	0	-2	6.27023
0.0002	0	-2	6.27099
0.0002	0	-2	6.27175
0.0002	0	-2	6.27251
0.0002	0	-2	6.27327
0.0002	0	-2	6.27404
0.0002	0	-2	6.2748
0.0002	0	-2	6.27556
0.0002	0	-2	6.27632
0.0002	0	-2	6.27709
0.0002	0	-2	6.27785
0.0002	0	-2	6.27861
0.0002	0	-2	6.27938
0.0002	0	-2	6.28014
0.0002	0	-2	6.28091
0.0002	0	-2	6.28167
0.0002	0	-2	6.28244
0.0002	0	-2	6.28321
0.0002	0	-2	6.28397
0.0002	0	-2	6.28474
0.0002	0	-2	6.28551
0.0002	0	-2	6.28627
0.0002	0	-2	6.28704
0.0002	0	-2	6.28781
0.0002	0	-2	6.28858
0.0002	0	-2	6.28935
0.0002	0	-2	6.29012
0.0002	0	-2	6.29088
0.0002	0	-2	6.29165
0.0002	0	-2	6.29242
0.0002	0	-2	6.29319
0.0002	0	-2	6.29396
0.0002	0	-2	6.29473
0.0002	0	-2	6.2955
0.0002	0	-2	6.29627
0.0002	0	-2	6.29704
0.0002	0	-2	6.29781
0.0002	0	-2	6.29858
0.0002	0	-2	6.29936
0.0002	0	-2	6.30013
0.0002	0	-2	6.3009
0.0002	0	-2	6.30167
0.0002	0	-2	6.30244
0.0002	0	-2	6.30321
0.0002	0	-2	6.30399
0.0002	0	-2	6.30476
0.0002	0	-2	6.30553
0.0002	0	-2	6.3063
0.0002	0	-2	6.30707
0.0002	0	-2	6.30785
0.0002	0	-2	6.30862
0.0002	0	-2	6.30939
0.0002	0	-2	6.31016
0.0002	0	-2	6.31094
0.0002	0	-2	6.31171
0.0002	0	-2	6.31248
0.0002	0	-2	6.31325
0.0002	0	-2	6.31403
0.0002	0	-2	6.3148
0.0002	0	-2	6.31557
0.0002	0	-2	6.31635
0.0002	0	-2	6.31712
0.0002	0	-2	6.31789
0.0002	0	-2	6.31866
0.0002	0	-2	6.31944
0.0002	0	-2	6.32021
0.0002	0	-2	6.32098
0.0002	0	-2	6.32175
0.0002	0	-2	6.32253
0.0002	0	-2	6.3233
0.0002	0	-2	6.32407
0.0002	0	-2	6.32484
0.0002	0	-2	6.32562
0.0002	0	-2	6.32639
0.0002	0	-2	6.32716
0.0002	0	-2	6.32793
0.0002	0	-2	6.3287
0.0002	0	-2	6.32947
0.0002	0	-2	6.33025
0.0002	0	-2	6.33102
0.0002	0	-2	6.33179
0.0002	0	-2	6.33256
0.0002	0	-2	6.33333
0.0002	0	-2	6.3341
0.0002	0	-2	6.33487
0.0002	0	-2	6.33564
0.0002	0	-2	6.33641
0.0002	0	-2	6.33718
0.0002	0	-2	6.33795
0.0002	0	-2	6.33872
0.0002	0	-2	6.33949
0.0002	0	-2	6.34026
0.0002	0	-2	6.34103
0.0002	0	-2	6.3418
0.0002	0	-2	6.34257
0.0002	0	-2	6.34334
0.0002	0	-2	6.34411
0.0002	0	-2	6.34487
0.0002	0	-2	6.34564
0.0002	0	-2	6.34641
0.0002	0	-2	6.34718
0.0002	0	-2	6.34794
0.0002	0	-2	6.34871
0.0002	0	-2	6.34948
0.0002	0	-2	6.35024
0.0002	0	-2	6.35101
0.0002	0	-2	6.35178
0.0002	0	-2	6.35254
0.0002	0	-2	6.35331
0.0002	0	-2	6.35407
0.0002	0	-2	6.35483
0.0002	0	-2	6.3556
0.0002	0	-2	6.35636
0.0002	0	-2	6.35713
0.0002	0	-2	6.35789
0.0002	0	-2	6.35865
0.0002	0	-2	6.35941
0.0002	0	-2	6.36018
0.0002	0	-2	6.36094
0.0002	0	-2	6.3617
0.0002	0	-2	6.36246
0.0002	0	-2	6.36322
0.0002	0	-2	6.36398
0.0002	0	-2	6.36474
0.0002	0	-2	6.3655
0.0002	0	-2	6.36626
0.0002	0	-2	6.36702
0.0002	0	-2	6.36778
0.0002	0	-2	6.36853
0.0002	0	-2	6.36929
0.0002	0	-2	6.37005
0.0002	0	-2	6.37081
0.0002	0	-2	6.37156
0.0002	0	-2	6.37232
0.0002	0	-2	6.37307
0.0002	0	-2	6.37383
0.0002	0	-2	6.37458
0.0002	0	-2	6.37534
0.0002	0	-2	6.37609
0.0002	0	-2	6.37684
0.0002	0	-2	6.37759
0.0002	0	-2	6.37835
0.0002	0	-2	6.3791
0.0002	0	-2	6.37985
0.0002	0	-2	6.3806
0.0002	0	-2	6.38135
0.0002	0	-2	6.3821
0.0002	0	-2	6.38285
0.0002	0	-2	6.3836
0.0002	0	-2	6.38435
0.0002	0	-2	6.38509
0.0002	0	-2	6.38584
0.0002	0	-2	6.38659
0.0002	0	-2	6.38733
0.0002	0	-2	6.38808
0.0002	0	-2	6.38882
0.0002	0	-2	6.38957
0.0002	0	-2	6.39031
0.0002	0	-2	6.39105
0.0002	0	-2	6.3918
0.0002	0	-2	6.39254
0.0002	0	-2	6.39328
0.0002	0	-2	6.39402
0.0002	0	-2	6.39476
0.0002	0	-2	6.3955
0.0002	0	-2	6.39624
0.0002	0	-2	6.39698
0.0002	0	-2	6.39772
0.0002	0	-2	6.39845
0.0002	0	-2	6.39919
0.0002	0	-2	6.39993
0.0002	0	-2	6.40066
0.0002	0	-2	6.4014
0.0002	0	-2	6.40213
0.0002	0	-2	6.40287
0.0002	0	-2	6.4036
0.0002	0	-2	6.40433
0.0002	0	-2	6.40506
0.0002	0	-2	6.40579
0.0002	0	-2	6.40653
0.0002	0	-2	6.40726
0.0002	0	-2	6.40798
0.0002	0	-2	6.40871
0.0002	0	-2	6.40944
0.0002	0	-2	6.41017
0.0002	0	-2	6.41089
0.0002	0	-2	6.41162
0.0002	0	-2	6.41235
0.0002	0	-2	6.41307
0.0002	0	-2	6.41379
0.0002	0	-2	6.41452
0.0002	0	-2	6.41524
0.0002	0	-2	6.41596
0.0002	0	-2	6.41668
0.0002	0	-2	6.4174
0.0002	0	-2	6.41812
0.0002	0	-2	6.41884
0.0002	0	-2	6.41956
0.0002	0	-2	6.42028
0.0002	0	-2	6.42099
0.0002	0	-2	6.42171
0.0002	0	-2	6.42243
0.0002	0	-2	6.42314
0.0002	0	-2	6.42385
0.0002	0	-2	6.42457
0.0002	0	-2	6.42528
0.0002	0	-2	6.42599
0.0002	0	-2	6.4267
0.0002	0	-2	6.42741
0.0002	0	-2	6.42812
0.0002	0	-2	6.42883
0.0002	0	-2	6.42954
0.0002	0	-2	6.43024
0.0002	0	-2	6.43095
0.0002	0	-2	6.43166
0.0002	0	-2	6.43236
0.0002	0	-2	6.43307
0.0002	0	-2	6.43377
0.0002	0	-2	6.43447
0.0002	0	-2	6.43517
0.0002	0	-2	6.43587
0.0002	0	-2	6.43657
0.0002	0	-2	6.43727
0.0002	0	-2	6.43797
0.0002	0	-2	6.43867
0.0002	0	-2	6.43936
0.0002	0	-2	6.44006
0.0002	0	-2	6.44076
0.0002	0	-2	6.44145
0.0002	0	-2	6.44214
0.0002	0	-2	6.44284
0.0002	0	-2	6.44353
0.0002	0	-2	6.44422
0.0002	0	-2	6.44491
0.0002	0	-2	6.4456
0.0002	0	-2	6.44629
0.0002	0	-2	6.44697
0.0002	0	-2	6.44766
0.0002	0	-2	6.44835
0.0002	0	-2	6.44903
0.0002	0	-2	6.44972
0.0002	0	-2	6.4504
0.0002	0	-2	6.45108
0.0002	0	-2	6.45176
0.0002	0	-2	6.45244
0.0002	0	-2	6.45312
0.0002	0	-2	6.4538
0.0002	0	-2	6.45448
0.0002	0	-2	6.45516
0.0002	0	-2	6.45583
0.0002	0	-2	6.45651
0.0002	0	-2	6.45718
0.0002	0	-2	6.45786
0.0002	0	-2	6.45853
0.0002	0	-2	6.4592
0.0002	0	-2	6.45987
0.0002	0	-2	6.46054
0.0002	0	-2	6.46121
0.0002	0	-2	6.46188
0.0002	0	-2	6.46255
0.0002	0	-2	6.46322
0.0002	0	-2	6.46388
0.0002	0	-2	6.46455
0.0002	0	-2	6.46521
0.0002	0	-2	6.46587
0.0002	0	-2	6.46653
0.0002	0	-2	6.4672
0.0002	0	-2	6.46786
0.0002	0	-2	6.46851
0.0002	0	-2	6.46917
0.0002	0	-2	6.46983
0.0002	0	-2	6.47049
0.0002	0	-2	6.47114
0.0002	0	-2	6.4718
0.0002	0	-2	6.47245
0.0002	0	-2	6.4731
0.0002	0	-2	6.47375
0.0002	0	-2	6.4744
0.0002	0	-2	6.47505
0.0002	0	-2	6.4757
0.0002	0	-2	6.47635
0.0002	0	-2	6.477
0.0002	0	-2	6.47764
0.0002	0	-2	6.47829
0.0002	0	-2	6.47893
0.0002	0	-2	6.47957
0.0002	0	-2	6.48022
0.0002	0	-2	6.48086
0.0002	0	-2	6.4815
0.0002	0	-2	6.48214
0.0002	0	-2	6.48277
0.0002	0	-2	6.48341
0.0002	0	-2	6.48405
0.0002	0	-2	6.48468
0.0002	0	-2	6.48532
0.0002	0	-2	6.48595
0.0002	0	-2	6.48658
0.0002	0	-2	6.48721
0.0002	0	-2	6.48784
0.0002	0	-2	6.48847
0.0002	0	-2	6.4891
0.0002	0	-2	6.48973
0.0002	0	-2	6.49035
0.0002	0	-2	6.49098
0.0002	0	-2	6.4916
0.0002	0	-2	6.49223
0.0002	0	-2	6.49285
0.0002	0	-2	6.49347
0.0002	0	-2	6.49409
0.0002	0	-2	6.49471
0.0002	0	-2	6.49533
0.0002	0	-2	6.49594
0.0002	0	-2	6.49656
0.0002	0	-2	6.49717
0.0002	0	-2	6.49779
0.0002	0	-2	6.4984
0.0002	0	-2	6.49901
0.0002	0	-2	6.49962
0.0002	0	-2	6.50023
0.0002	0	-2	6.50084
0.0002	0	-2	6.50145
0.0002	0	-2	6.50206
0.0002	0	-2	6.50266
0.0002	0	-2	6.50327
0.0002	0	-2	6.50387
0.0002	0	-2	6.50448
0.0002	0	-2	6.50508
0.0002	0	-2	6.50568
0.0002	0	-2	6.50628
0.0002	0	-2	6.50688
0.0002	0	-2	6.50747
0.0002	0	-2	6.50807
0.0002	0	-2	6.50867
0.0002	0	-2	6.50926
0.0002	0	-2	6.50985
0.0002	0	-2	6.51045
0.0002	0	-2	6.51104
0.0002	0	-2	6.51163
0.0002	0	-2	6.51222
0.0002	0	-2	6.5128
0.0002	0	-2	6.51339
0.0002	0	-2	6.51398
0.0002	0	-2	6.51456
0.0002	0	-2	6.51515
0.0002	0	-2	6.51573
0.0002	0	-2	6.51631
0.0002	0	-2	6.51689
0.0002	0	-2	6.51747
0.0002	0	-2	6.51805
0.0002	0	-2	6.51863
0.0002	0	-2	6.5192
0.0002	0	-2	6.51978
0.0002	0	-2	6.52035
0.0002	0	-2	6.52093
0.0002	0	-2	6.5215
0.0002	0	-2	6.52207
0.0002	0	-2	6.52264
0.0002	0	-2	6.52321
0.0002	0	-2	6.52378
0.0002	0	-2	6.52434
0.0002	0	-2	6.52491
0.0002	0	-2	6.52547
0.0002	0	-2	6.52604
0.0002	0	-2	6.5266
0.0002	0	-2	6.52716
0.0002	0	-2	6.52772
0.0002	0	-2	6.52828
0.0002	0	-2	6.52884
0.0002	0	-2	6.5294
0.0002	0	-2	6.52995
0.0002	0	-2	6.53051
0.0002	0	-2	6.53106
0.0002	0	-2	6.53162
0.0002	0	-2	6.53217
0.0002	0	-2	6.53272
0.0002	0	-2	6.53327
0.0002	0	-2	6.53382
0.0002	0	-2	6.53436
0.0002	0	-2	6.53491
0.0002	0	-2	6.53545
0.0002	0	-2	6.536
0.0002	0	-2	6.53654
0.0002	0	-2	6.53708
0.0002	0	-2	6.53763
0.0002	0	-2	6.53816
0.0002	0	-2	6.5387
0.0002	0	-2	6.53924
0.0002	0	-2	6.53978
0.0002	0	-2	6.54031
0.0002	0	-2	6.54085
0.0002	0	-2	6.54138
0.0002	0	-2	6.54191
0.0002	0	-2	6.54244
0.0002	0	-2	6.54297
0.0002	0	-2	6.5435
0.0002	0	-2	6.54403
0.0002	0	-2	6.54456
0.0002	0	-2	6.54508
0.0002	0	-2	6.54561
0.0002	0	-2	6.54613
0.0002	0	-2	6.54665
0.0002	0	-2	6.54718
0.0002	0	-2	6.5477
0.0002	0	-2	6.54822
0.0002	0	-2	6.54873
0.0002	0	-2	6.54925
0.0002	0	-2	6.54977
0.0002	0	-2	6.55028
0.0002	0	-2	6.55079
0.0002	0	-2	6.55131
0.0002	0	-2	6.55182
0.0002	0	-2	6.55233
0.0002	0	-2	6.55284
0.0002	0	-2	6.55335
0.0002	0	-2	6.55385
0.0002	0	-2	6.55436
0.0002	0	-2	6.55486
0.0002	0	-2	6.55537
0.0002	0	-2	6.55587
0.0002	0	-2	6.55637
0.0002	0	-2	6.55687
0.0002	0	-2	6.55737
0.0002	0	-2	6.55787
0.0002	0	-2	6.55837
0.0002	0	-2	6.55886
0.0002	0	-2	6.55936
0.0002	0	-2	6.55985
0.0002	0	-2	6.56035
0.0002	0	-2	6.56084
0.0002	0	-2	6.56133
0.0002	0	-2	6.56182
0.0002	0	-2	6.56231
0.0002	0	-2	6.5628
0.0002	0	-2	6.56328
0.0002	0	-2	6.56377
0.0002	0	-2	6.56425
0.0002	0	-2	6.56473
0.0002	0	-2	6.56522
0.0002	0	-2	6.5657
0.0002	0	-2	6.56618
0.0002	0	-2	6.56666
0.0002	0	-2	6.56713
0.0002	0	-2	6.56761
0.0002	0	-2	6.56809
0.0002	0	-2	6.56856
0.0002	0	-2	6.56903
0.0002	0	-2	6.56951
0.0002	0	-2	6.56998
0.0002	0	-2	6.57045
0.0002	0	-2	6.57092
0.0002	0	-2	6.57138
0.0002	0	-2	6.57185
0.0002	0	-2	6.57232
0.0002	0	-2	6.57278
0.0002	0	-2	6.57324
0.0002	0	-2	6.57371
0.0002	0	-2	6.57417
0.0002	0	-2	6.57463
0.0002	0	-2	6.57509
0.0002	0	-2	6.57555
0.0002	0	-2	6.576
0.0002	0	-2	6.57646
0.0002	0	-2	6.57691
0.0002	0	-2	6.57737
0.0002	0	-2	6.57782
0.0002	0	-2	6.57827
0.0002	0	-2	6.57872
0.0002	0	-2	6.57917
0.0002	0	-2	6.57962
0.0002	0	-2	6.58007
0.0002	0	-2	6.58051
0.0002	0	-2	6.58096
0.0002	0	-2	6.5814
0.0002	0	-2	6.58185
0.0002	0	-2	6.58229
0.0002	0	-2	6.58273
0.0002	0	-2	6.58317
0.0002	0	-2	6.58361
0.0002	0	-2	6.58405
0.0002	0	-2	6.58448
0.0002	0	-2	6.58492
0.0002	0	-2	6.58535
0.0002	0	-2	6.58579
0.0002	0	-2	6.58622
0.0002	0	-2	6.58665
0.0002	0	-2	6.58708
0.0002	0	-2	6.58751
0.0002	0	-2	6.58794
0.0002	0	-2	6.58837
0.0002	0	-2	6.58879
0.0002	0	-2	6.58922
0.0002	0	-2	6.58964
0.0002	0	-2	6.59006
0.0002	0	-2	6.59049
0.0002	0	-2	6.59091
0.0002	0	-2	6.59133
0.0002	0	-2	6.59174
0.0002	0	-2	6.59216
0.0002	0	-2	6.59258
0.0002	0	-2	6.59299
0.0002	0	-2	6.59341
0.0002	0	-2	6.59382
0.0002	0	-2	6.59423
0.0002	0	-2	6.59465
0.0002	0	-2	6.59506
0.0002	0	-2	6.59547
0.0002	0	-2	6.59587
0.0002	0	-2	6.59628
0.0002	0	-2	6.59669
0.0002	0	-2	6.59709
0.0002	0	-2	6.5975
0.0002	0	-2	6.5979
0.0002	0	-2	6.5983
0.0002	0	-2	6.5987
0.0002	0	-2	6.5991
0.0002	0	-2	6.5995
0.0002	0	-2	6.5999
0.0002	0	-2	6.6003
0.0002	0	-2	6.60069
0.0002	0	-2	6.60109
0.0002	0	-2	6.60148
0.0002	0	-2	6.60187
0.0002	0	-2	6.60226
0.0002	0	-2	6.60265
0.0002	0	-2	6.60304
0.0002	0	-2	6.60343
0.0002	0	-2	6.60382
0.0002	0	-2	6.60421
0.0002	0	-2	6.60459
0.0002	0	-2	6.60498
0.0002	0	-2	6.60536
0.0002	0	-2	6.60574
0.0002	0	-2	6.60612
0.0002	0	-2	6.60651
0.0002	0	-2	6.60688
0.0002	0	-2	6.60726
0.0002	0	-2	6.60764
0.0002	0	-2	6.60802
0.0002	0	-2	6.60839
0.0002	0	-2	6.60877
0.0002	0	-2	6.60914
0.0002	0	-2	6.60951
0.0002	0	-2	6.60988
0.0002	0	-2	6.61025
0.0002	0	-2	6.61062
0.0002	0	-2	6.61099
0.0002	0	-2	6.61136
0.0002	0	-2	6.61173
0.0002	0	-2	6.61209
0.0002	0	-2	6.61246
0.0002	0	-2	6.61282
0.0002	0	-2	6.61318
